date,location,district,water_ph,turbidity_ntu,ecoli_count_per_100ml,total_coliform_count,temperature_celsius,rainfall_mm_last_7days,population_density,sanitation_score,distance_to_healthcare_km,water_source_type,previous_outbreak_history,is_monsoon_season,month,outbreak_occurred,case_count,outbreak_probability,severity_level,disease_type,age_group_affected
2024-08-29,"Churachandpur, Manipur",Manipur,8.14,3.26,139.02,533.02,23.3,65.5,11.0,1.1,6.9,River/Stream,1,1,8,1,44,0.95,High,Diarrhea,Elderly
2024-12-10,"Silchar, Assam",Assam,8.41,0.82,5.08,17.86,23.6,2.9,491.0,2.3,6.7,Hand Pump,0,0,12,1,21,0.32,High,Diarrhea,Elderly
2024-11-05,"Dibrugarh, Assam",Assam,6.53,0.29,12.25,38.98,23.8,10.1,117.0,4.4,9.3,Hand Pump,1,0,11,1,27,0.62,High,Cholera,Mixed
2024-07-10,"Guwahati, Assam",Assam,6.72,0.24,1.52,4.79,21.5,49.1,20.0,1.8,6.9,Piped Supply,0,1,7,0,0,0.49,None,None,None
2024-08-31,"Dimapur, Nagaland",Nagaland,7.49,18.43,8.3,33.55,22.2,186.1,35.0,3.8,0.5,Bore Well,0,1,8,1,55,0.95,High,Diarrhea,Children
2024-07-30,"Dimapur, Nagaland",Nagaland,7.75,1.1,4.31,20.94,25.0,36.3,37.0,2.0,2.0,Hand Pump,0,1,7,1,24,0.52,High,Typhoid,Children
2023-01-11,"Silchar, Assam",Assam,6.11,11.25,61.87,272.27,23.7,3.5,22.0,3.0,9.3,River/Stream,0,0,1,1,35,0.77,High,Typhoid,Adults
2024-04-01,"Aizawl, Mizoram",Mizoram,5.82,3.55,29.07,84.66,28.2,8.3,34.0,1.0,19.7,River/Stream,0,0,4,1,27,0.67,High,Gastroenteritis,Mixed
2023-04-18,"Tura, Meghalaya",Meghalaya,6.28,2.52,6.42,21.99,31.5,11.0,9.0,4.4,2.1,Bore Well,0,0,4,1,18,0.36,Medium,Diarrhea,Adults
2024-06-17,"Imphal, Manipur",Manipur,7.21,1.75,8.96,30.38,23.5,112.4,112.0,3.1,8.3,Bore Well,0,1,6,1,45,0.76,High,Diarrhea,Elderly
2023-02-15,"Dharmanagar, Tripura",Tripura,6.72,2.26,0.7,2.74,32.8,0.4,10.0,1.6,1.4,Bore Well,0,0,2,0,0,0.26,None,None,None
2024-11-24,"Dharmanagar, Tripura",Tripura,6.58,0.33,3.15,14.57,17.4,0.6,421.0,3.6,0.6,Surface Water,0,0,11,0,0,0.44,None,None,None
2023-12-05,"Churachandpur, Manipur",Manipur,6.71,0.9,9.72,46.96,22.0,4.7,91.0,5.0,3.3,Hand Pump,1,0,12,0,0,0.62,None,None,None
2023-07-10,"Dimapur, Nagaland",Nagaland,7.96,27.28,9.18,26.04,26.4,144.6,207.0,4.8,3.6,Hand Pump,0,1,7,1,55,0.95,High,Diarrhea,Children
2024-12-22,"Shillong, Meghalaya",Meghalaya,7.88,1.84,1.13,3.72,25.9,5.1,52.0,3.4,9.2,Bore Well,0,0,12,0,0,0.26,None,None,None
2024-07-03,"Dibrugarh, Assam",Assam,5.5,4.88,37.69,105.7,23.3,74.9,60.0,2.0,0.6,Surface Water,0,1,7,1,51,0.95,High,Hepatitis A,Elderly
2024-09-03,"Lunglei, Mizoram",Mizoram,7.97,1.26,16.41,74.11,19.8,117.8,44.0,5.5,7.0,River/Stream,1,1,9,1,40,0.95,High,Typhoid,Elderly
2024-09-21,"Kohima, Nagaland",Nagaland,7.28,0.92,8.8,33.13,20.2,66.1,17.0,1.0,10.8,Surface Water,0,1,9,1,51,0.95,High,Diarrhea,Elderly
2024-12-11,"Dibrugarh, Assam",Assam,8.32,1.3,2.7,6.44,25.1,16.4,83.0,1.0,6.9,Hand Pump,0,0,12,0,0,0.32,None,None,None
2024-03-09,"Dibrugarh, Assam",Assam,8.24,3.64,35.97,78.01,30.7,6.9,34.0,3.6,6.9,River/Stream,0,0,3,0,0,0.47,None,None,None
2023-06-27,"Churachandpur, Manipur",Manipur,7.14,0.82,37.37,94.45,25.3,34.6,34.0,1.5,8.3,Piped Supply,1,1,6,0,0,0.79,None,None,None
2024-09-26,"Guwahati, Assam",Assam,7.2,1.19,5.12,20.72,22.9,120.0,6.0,1.7,6.7,Bore Well,0,1,9,1,29,0.76,High,Diarrhea,Mixed
2024-02-23,"Dimapur, Nagaland",Nagaland,6.37,7.13,3.7,18.13,30.3,5.6,51.0,1.7,1.2,Hand Pump,0,0,2,1,14,0.42,Medium,Diarrhea,Adults
2023-10-27,"Guwahati, Assam",Assam,6.87,0.42,20.62,53.45,21.2,0.5,34.0,2.5,7.9,River/Stream,1,0,10,1,34,0.77,High,Typhoid,Mixed
2024-07-16,"Churachandpur, Manipur",Manipur,7.53,2.74,66.49,246.56,24.7,55.7,18.0,3.6,3.9,Bore Well,1,1,7,1,50,0.95,High,Typhoid,Mixed
2024-07-13,"Shillong, Meghalaya",Meghalaya,6.96,2.59,11.15,47.78,24.2,86.3,49.0,2.3,2.4,Bore Well,0,1,7,1,42,0.76,High,Diarrhea,Children
2024-04-05,"Tura, Meghalaya",Meghalaya,7.78,1.41,19.71,48.06,28.9,5.3,105.0,7.1,19.2,Bore Well,0,0,4,0,0,0.16,None,None,None
2023-08-31,"Shillong, Meghalaya",Meghalaya,7.83,33.03,7.13,19.92,19.5,102.7,59.0,4.8,26.7,River/Stream,0,1,8,1,40,0.95,High,Typhoid,Mixed
2023-06-19,"Kohima, Nagaland",Nagaland,6.97,7.62,14.26,32.3,25.1,46.1,337.0,2.3,7.0,Surface Water,0,1,6,0,0,0.64,None,None,None
2024-08-06,"Aizawl, Mizoram",Mizoram,7.2,8.33,17.71,73.07,23.6,59.5,94.0,1.6,44.6,River/Stream,0,1,8,1,47,0.95,High,Typhoid,Elderly
2024-08-09,"Tura, Meghalaya",Meghalaya,8.3,4.07,65.3,211.12,21.2,194.3,203.0,2.1,5.6,River/Stream,0,1,8,1,46,0.95,High,Diarrhea,Mixed
2023-03-02,"Tura, Meghalaya",Meghalaya,7.24,1.82,14.6,29.52,28.7,2.7,35.0,4.5,1.9,Surface Water,0,0,3,1,18,0.44,Medium,Diarrhea,Elderly
2023-09-11,"Dharmanagar, Tripura",Tripura,6.74,7.97,16.12,44.72,21.1,137.9,13.0,5.1,19.9,Hand Pump,0,1,9,1,42,0.72,High,Diarrhea,Mixed
2024-01-20,"Imphal, Manipur",Manipur,5.5,3.8,88.25,306.84,26.4,1.4,14.0,1.8,8.0,Bore Well,0,0,1,0,0,0.36,None,None,None
2024-12-12,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.34,1.41,2.09,8.08,23.7,3.0,27.0,3.0,4.3,Hand Pump,0,0,12,1,21,0.42,High,Diarrhea,Children
2024-04-14,"Dimapur, Nagaland",Nagaland,7.07,12.52,21.96,62.71,28.0,16.9,67.0,4.6,12.0,Piped Supply,0,0,4,0,0,0.59,None,None,None
2024-02-12,"Shillong, Meghalaya",Meghalaya,8.03,6.69,1.64,4.9,31.5,1.4,134.0,5.3,2.1,Surface Water,0,0,2,0,0,0.24,None,None,None
2023-10-18,"Aizawl, Mizoram",Mizoram,6.44,0.06,42.3,207.16,17.7,0.0,16.0,3.5,12.5,Surface Water,0,0,10,1,34,0.64,High,Diarrhea,Children
2023-02-17,"Silchar, Assam",Assam,6.0,1.38,29.37,130.19,30.6,2.6,48.0,2.7,0.7,Hand Pump,0,0,2,0,0,0.42,None,None,None
2023-01-01,"Lunglei, Mizoram",Mizoram,7.17,8.27,34.92,152.74,26.2,9.5,31.0,2.8,6.2,Surface Water,0,0,1,1,23,0.44,High,Hepatitis A,Elderly
2023-04-06,"Dimapur, Nagaland",Nagaland,7.23,8.08,21.93,97.98,29.4,0.1,7.0,5.4,11.6,Bore Well,0,0,4,0,0,0.16,None,None,None
2023-06-19,"Guwahati, Assam",Assam,6.81,2.99,4.85,19.15,26.3,86.1,25.0,2.1,30.9,Piped Supply,0,1,6,1,44,0.89,High,Diarrhea,Children
2024-12-21,"Silchar, Assam",Assam,6.7,4.2,14.21,51.74,22.5,2.7,60.0,3.9,0.9,Hand Pump,0,0,12,0,0,0.32,None,None,None
2024-03-31,"Guwahati, Assam",Assam,6.0,4.67,26.62,104.27,32.6,1.3,107.0,3.0,4.5,Piped Supply,0,0,3,0,0,0.39,None,None,None
2024-03-08,"Agartala, Tripura",Tripura,8.02,0.53,24.1,103.08,29.6,8.4,21.0,2.1,4.0,Bore Well,0,0,3,0,0,0.26,None,None,None
2023-04-15,"Silchar, Assam",Assam,7.18,1.92,13.48,61.2,32.3,8.9,10.0,2.5,5.3,Piped Supply,0,0,4,0,0,0.29,None,None,None
2024-11-24,"Dibrugarh, Assam",Assam,7.53,1.22,11.3,30.69,21.9,0.9,71.0,1.0,6.3,River/Stream,0,0,11,1,24,0.47,High,Typhoid,Adults
2024-02-26,"Kohima, Nagaland",Nagaland,7.61,1.42,5.97,16.31,29.0,3.1,26.0,3.7,3.3,Surface Water,0,0,2,1,23,0.44,High,Diarrhea,Mixed
2023-12-26,"Lunglei, Mizoram",Mizoram,6.93,4.06,1.07,4.89,25.2,2.2,43.0,1.0,1.6,Surface Water,0,0,12,1,22,0.44,High,Typhoid,Elderly
2024-12-08,"Guwahati, Assam",Assam,7.15,7.7,15.74,44.22,23.6,6.1,130.0,1.0,1.3,Piped Supply,0,0,12,0,0,0.29,None,None,None
2023-10-30,"Dimapur, Nagaland",Nagaland,8.39,1.01,47.16,201.31,19.0,0.1,59.0,3.2,12.9,Surface Water,0,0,10,1,26,0.54,High,Diarrhea,Children
2024-06-24,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.75,3.23,20.05,77.68,26.5,97.0,101.0,3.0,1.3,Piped Supply,0,1,6,1,36,0.79,High,Hepatitis A,Mixed
2024-01-10,"Churachandpur, Manipur",Manipur,6.11,2.01,10.46,51.9,24.4,0.3,32.0,1.1,1.5,Hand Pump,0,0,1,0,0,0.42,None,None,None
2023-01-18,"Kohima, Nagaland",Nagaland,8.29,0.66,38.39,145.14,25.9,17.6,43.0,1.2,9.6,Piped Supply,0,0,1,0,0,0.29,None,None,None
2024-02-12,"Churachandpur, Manipur",Manipur,8.16,8.32,23.55,58.11,29.6,1.4,36.0,4.3,8.4,River/Stream,0,0,2,1,16,0.47,Medium,Diarrhea,Adults
2023-10-12,"Silchar, Assam",Assam,8.49,0.9,8.23,26.38,20.1,0.7,28.0,1.0,1.3,River/Stream,0,0,10,0,0,0.47,None,None,None
2023-06-09,"Churachandpur, Manipur",Manipur,6.1,0.74,48.05,198.06,24.0,69.9,17.0,1.2,4.0,River/Stream,0,1,6,1,49,0.95,High,Typhoid,Children
2023-11-14,"Agartala, Tripura",Tripura,6.18,1.43,37.05,145.7,21.8,5.3,288.0,4.4,10.2,Surface Water,0,0,11,0,0,0.64,None,None,None
2023-04-29,"Imphal, Manipur",Manipur,7.49,0.27,12.47,31.44,31.6,4.8,6.0,3.6,15.3,Bore Well,0,0,4,0,0,0.36,None,None,None
2023-06-29,"Silchar, Assam",Assam,7.2,17.94,15.37,44.71,27.7,39.9,197.0,3.5,2.4,Surface Water,0,1,6,1,39,0.84,High,Gastroenteritis,Elderly
2023-06-20,"Aizawl, Mizoram",Mizoram,7.59,3.72,43.09,178.42,25.1,108.2,14.0,3.4,3.9,Piped Supply,0,1,6,1,54,0.79,High,Hepatitis A,Elderly
2024-03-15,"Tura, Meghalaya",Meghalaya,6.68,3.87,7.47,32.46,29.3,2.9,252.0,5.2,6.0,Piped Supply,0,0,3,0,0,0.09,None,None,None
2023-03-20,"Imphal, Manipur",Manipur,6.44,4.96,8.98,32.09,27.5,1.6,133.0,2.6,0.5,Piped Supply,0,0,3,1,21,0.39,High,Diarrhea,Children
2024-08-10,"Dimapur, Nagaland",Nagaland,5.52,0.38,6.45,31.28,23.2,55.8,5.0,1.5,1.5,Surface Water,0,1,8,1,40,0.95,High,Hepatitis A,Children
2023-09-08,"Guwahati, Assam",Assam,6.42,4.66,31.58,141.27,18.7,60.8,47.0,2.5,5.8,Hand Pump,0,1,9,1,47,0.92,High,Gastroenteritis,Children
2024-07-20,"Dharmanagar, Tripura",Tripura,7.32,0.3,18.81,51.16,24.1,17.0,10.0,1.5,8.7,Hand Pump,0,1,7,1,34,0.52,High,Typhoid,Elderly
2023-03-21,"Kohima, Nagaland",Nagaland,7.39,2.27,0.56,1.55,31.7,3.1,137.0,5.1,4.3,River/Stream,0,0,3,1,16,0.27,Medium,Diarrhea,Children
2024-02-15,"Silchar, Assam",Assam,5.85,14.01,6.51,22.76,27.2,9.7,8.0,3.4,0.5,Piped Supply,0,0,2,1,37,0.59,High,Diarrhea,Mixed
2023-01-09,"Aizawl, Mizoram",Mizoram,7.3,8.47,0.98,2.99,21.8,9.7,15.0,1.5,5.6,River/Stream,0,0,1,0,0,0.47,None,None,None
2023-09-06,"Imphal, Manipur",Manipur,7.04,20.04,18.78,40.84,19.6,33.8,100.0,1.0,6.4,Hand Pump,0,1,9,0,0,0.72,None,None,None
2024-07-13,"Dharmanagar, Tripura",Tripura,7.27,0.55,4.04,14.52,25.8,60.8,53.0,2.9,3.4,Surface Water,1,1,7,1,42,0.95,High,Cholera,Children
2023-12-10,"Guwahati, Assam",Assam,8.56,8.92,6.24,27.67,23.3,0.4,28.0,3.7,10.0,Hand Pump,0,0,12,0,0,0.52,None,None,None
2023-04-17,"Shillong, Meghalaya",Meghalaya,7.23,0.37,15.02,35.76,31.4,4.5,566.0,2.2,3.9,Surface Water,0,0,4,0,0,0.44,None,None,None
2023-05-26,"Agartala, Tripura",Tripura,6.08,1.66,25.08,95.6,26.5,1.2,10.0,2.3,1.8,Bore Well,0,0,5,0,0,0.36,None,None,None
2024-06-16,"Lunglei, Mizoram",Mizoram,7.16,0.05,2.66,11.75,24.6,99.0,60.0,2.0,12.8,Piped Supply,0,1,6,1,45,0.89,High,Cholera,Adults
2024-10-14,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.58,11.85,3.38,9.06,21.6,1.2,31.0,3.9,6.5,River/Stream,0,0,10,1,29,0.67,High,Gastroenteritis,Adults
2023-10-26,"Tura, Meghalaya",Meghalaya,8.05,6.58,12.32,47.08,21.5,17.1,32.0,4.7,5.6,Hand Pump,0,0,10,0,0,0.32,None,None,None
2023-11-22,"Imphal, Manipur",Manipur,7.05,1.22,14.76,55.44,19.6,0.0,121.0,5.4,1.3,Bore Well,0,0,11,0,0,0.06,None,None,None
2024-08-21,"Silchar, Assam",Assam,6.76,1.98,35.82,131.84,18.5,28.5,86.0,2.1,22.8,Surface Water,0,1,8,1,41,0.74,High,Diarrhea,Elderly
2023-08-01,"Imphal, Manipur",Manipur,5.64,4.98,15.84,54.06,22.0,179.2,153.0,2.7,20.3,Piped Supply,0,1,8,1,49,0.95,High,Hepatitis A,Elderly
2024-12-22,"Agartala, Tripura",Tripura,6.92,2.72,9.12,40.3,22.3,0.7,58.0,3.7,11.6,Surface Water,0,0,12,1,23,0.54,High,Diarrhea,Adults
2023-12-31,"Lunglei, Mizoram",Mizoram,7.43,0.67,9.28,32.53,24.0,6.5,44.0,1.0,13.2,Piped Supply,0,0,12,1,22,0.39,High,Diarrhea,Mixed
2024-07-23,"Agartala, Tripura",Tripura,7.34,5.41,15.93,38.48,23.7,230.6,107.0,2.3,12.6,Bore Well,0,1,7,1,43,0.86,High,Diarrhea,Children
2023-03-05,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.53,0.93,10.57,49.65,30.1,9.8,106.0,1.6,2.3,Surface Water,1,0,3,1,34,0.74,High,Typhoid,Children
2024-08-19,"Kohima, Nagaland",Nagaland,7.69,2.62,12.77,54.15,17.8,105.3,83.0,1.4,13.2,Bore Well,0,1,8,1,38,0.86,High,Typhoid,Adults
2023-04-05,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.13,2.43,15.0,59.49,31.4,1.3,36.0,3.2,12.5,Piped Supply,1,0,4,1,34,0.79,High,Gastroenteritis,Mixed
2024-02-09,"Imphal, Manipur",Manipur,5.54,4.88,82.53,348.48,25.7,8.3,213.0,5.8,2.9,Hand Pump,0,0,2,0,0,0.22,None,None,None
2023-10-09,"Tura, Meghalaya",Meghalaya,8.26,7.97,15.75,62.77,19.7,11.7,44.0,2.0,0.7,Surface Water,0,0,10,0,0,0.44,None,None,None
2024-05-25,"Lunglei, Mizoram",Mizoram,7.41,1.73,5.25,15.08,27.4,4.5,187.0,2.9,13.2,Hand Pump,1,0,5,1,35,0.72,High,Diarrhea,Adults
2024-10-07,"Dharmanagar, Tripura",Tripura,7.05,0.53,16.56,80.03,21.1,0.0,161.0,5.0,2.9,Bore Well,0,0,10,0,0,0.26,None,None,None
2024-01-03,"Imphal, Manipur",Manipur,6.64,0.27,0.03,0.1,25.8,35.7,180.0,1.9,2.7,Hand Pump,0,0,1,0,0,0.32,None,None,None
2023-11-26,"Lunglei, Mizoram",Mizoram,6.92,0.36,40.81,159.49,23.7,0.9,10.0,1.7,3.5,Bore Well,0,0,11,1,13,0.26,Medium,Hepatitis A,Elderly
2023-03-01,"Dharmanagar, Tripura",Tripura,7.18,1.14,26.13,120.83,29.6,8.7,175.0,2.9,2.7,River/Stream,0,0,3,0,0,0.47,None,None,None
2023-08-27,"Dibrugarh, Assam",Assam,7.16,0.46,22.45,48.74,21.1,80.8,39.0,5.0,3.2,Surface Water,0,1,8,0,0,0.74,None,None,None
2023-08-13,"Kohima, Nagaland",Nagaland,8.06,0.24,0.39,1.7,20.2,48.6,51.0,1.3,27.0,Hand Pump,0,1,8,0,0,0.62,None,None,None
2023-06-27,"Dibrugarh, Assam",Assam,7.69,0.99,7.21,29.03,24.3,128.6,47.0,3.9,3.7,Piped Supply,0,1,6,1,42,0.79,High,Gastroenteritis,Children
2024-12-21,"Agartala, Tripura",Tripura,6.92,1.79,18.28,40.49,21.6,1.3,163.0,1.0,19.2,River/Stream,0,0,12,1,42,0.57,High,Diarrhea,Mixed
2024-07-09,"Tura, Meghalaya",Meghalaya,7.79,3.42,10.84,34.47,24.9,43.8,23.0,1.9,1.7,Bore Well,0,1,7,0,0,0.46,None,None,None
2023-01-21,"Churachandpur, Manipur",Manipur,6.87,0.64,29.29,81.91,25.3,1.9,104.0,3.7,3.5,Piped Supply,0,0,1,1,10,0.29,Medium,Diarrhea,Adults
2023-11-28,"Guwahati, Assam",Assam,7.94,7.98,48.38,168.13,22.1,11.3,25.0,1.0,2.1,River/Stream,0,0,11,1,23,0.47,High,Diarrhea,Elderly
2023-03-16,"Aizawl, Mizoram",Mizoram,7.83,11.43,4.48,11.85,28.1,2.4,32.0,2.3,0.5,Hand Pump,0,0,3,1,21,0.52,High,Diarrhea,Adults
2024-03-23,"Dharmanagar, Tripura",Tripura,6.85,1.55,20.95,85.77,30.2,5.1,29.0,4.6,5.5,Hand Pump,0,0,3,1,14,0.32,Medium,Gastroenteritis,Elderly
2023-08-17,"Dimapur, Nagaland",Nagaland,6.98,9.08,33.53,71.79,24.4,111.2,83.0,2.3,0.5,Surface Water,0,1,8,1,54,0.94,High,Diarrhea,Adults
2023-01-02,"Agartala, Tripura",Tripura,8.51,2.33,22.62,92.92,25.3,2.6,99.0,2.5,14.8,Hand Pump,0,0,1,0,0,0.52,None,None,None
2024-08-04,"Guwahati, Assam",Assam,8.33,2.86,6.65,25.32,19.8,85.6,28.0,5.5,0.5,Piped Supply,0,1,8,0,0,0.59,None,None,None
2023-08-15,"Dimapur, Nagaland",Nagaland,7.33,12.29,54.05,244.7,18.8,64.7,9.0,2.4,8.8,Hand Pump,0,1,8,1,59,0.95,High,Gastroenteritis,Adults
2024-10-13,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.86,0.62,35.59,153.03,20.4,2.2,101.0,1.0,13.1,Piped Supply,0,0,10,1,16,0.39,Medium,Diarrhea,Children
2023-12-25,"Tura, Meghalaya",Meghalaya,6.67,2.11,40.15,109.36,24.0,6.9,29.0,4.4,7.4,Bore Well,1,0,12,0,0,0.56,None,None,None
2023-06-20,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.74,18.7,14.51,35.65,26.0,44.4,142.0,1.0,4.8,Hand Pump,0,1,6,1,37,0.72,High,Hepatitis A,Adults
2023-06-16,"Imphal, Manipur",Manipur,6.81,4.67,24.49,117.48,29.0,180.2,26.0,4.2,21.3,Bore Well,1,1,6,1,47,0.95,High,Diarrhea,Elderly
2023-06-24,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.37,1.28,68.96,326.36,25.1,93.2,109.0,1.8,5.5,Bore Well,0,1,6,0,0,0.76,None,None,None
2023-04-06,"Aizawl, Mizoram",Mizoram,6.92,1.36,11.33,43.83,29.2,0.4,14.0,2.0,3.3,River/Stream,0,0,4,0,0,0.47,None,None,None
2024-03-17,"Dimapur, Nagaland",Nagaland,8.83,4.35,11.34,39.15,32.2,1.9,255.0,2.5,7.2,Hand Pump,0,0,3,1,26,0.42,High,Gastroenteritis,Mixed
2024-12-14,"Churachandpur, Manipur",Manipur,7.53,0.03,4.5,21.94,23.1,4.8,45.0,2.1,10.2,River/Stream,1,0,12,1,55,0.87,High,Diarrhea,Mixed
2024-08-08,"Churachandpur, Manipur",Manipur,6.94,0.96,21.84,103.18,23.2,204.9,60.0,1.5,2.6,Surface Water,0,1,8,1,42,0.94,High,Diarrhea,Mixed
2023-07-24,"Silchar, Assam",Assam,5.5,5.01,26.54,91.82,24.3,112.1,24.0,2.9,21.7,Surface Water,0,1,7,0,0,0.95,None,None,None
2024-04-29,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.82,3.82,28.03,74.49,33.6,7.3,20.0,1.8,5.0,Hand Pump,0,0,4,0,0,0.32,None,None,None
2023-09-29,"Silchar, Assam",Assam,7.81,5.89,15.88,61.72,16.5,153.2,150.0,1.7,5.3,Hand Pump,1,1,9,1,57,0.95,High,Diarrhea,Elderly
2024-03-26,"Imphal, Manipur",Manipur,6.89,1.94,95.8,413.01,30.5,1.2,11.0,2.1,20.4,Piped Supply,0,0,3,1,21,0.39,High,Typhoid,Children
2023-03-29,"Dimapur, Nagaland",Nagaland,7.77,2.09,18.58,68.37,32.6,1.0,2.0,1.9,21.6,River/Stream,0,0,3,0,0,0.57,None,None,None
2023-08-21,"Churachandpur, Manipur",Manipur,7.08,0.66,109.6,256.22,22.2,67.2,12.0,1.4,5.7,Hand Pump,0,1,8,1,39,0.95,High,Cholera,Mixed
2024-08-09,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.57,12.49,73.0,353.19,22.9,68.0,37.0,2.0,0.5,Piped Supply,0,1,8,1,48,0.95,High,Gastroenteritis,Adults
2023-05-04,"Dharmanagar, Tripura",Tripura,9.0,6.09,21.69,71.62,28.1,8.6,9.0,2.3,13.4,Surface Water,0,0,5,0,0,0.64,None,None,None
2023-05-10,"Guwahati, Assam",Assam,7.52,5.76,49.15,137.41,28.4,4.0,104.0,1.1,8.9,Hand Pump,0,0,5,0,0,0.32,None,None,None
2023-09-22,"Aizawl, Mizoram",Mizoram,6.94,1.97,11.6,56.75,15.2,84.9,57.0,1.6,7.5,Bore Well,1,1,9,1,49,0.95,High,Hepatitis A,Mixed
2023-01-13,"Dharmanagar, Tripura",Tripura,7.47,0.7,14.03,50.98,24.1,1.7,37.0,4.4,1.4,River/Stream,0,0,1,1,23,0.47,High,Diarrhea,Adults
2024-08-03,"Kohima, Nagaland",Nagaland,7.18,4.59,4.14,13.64,23.4,76.7,144.0,1.7,3.6,Bore Well,0,1,8,1,37,0.76,High,Diarrhea,Elderly
2024-07-02,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.61,1.27,22.78,78.54,24.1,100.7,110.0,2.6,22.8,Hand Pump,1,1,7,1,48,0.95,High,Diarrhea,Adults
2023-10-10,"Lunglei, Mizoram",Mizoram,7.49,0.8,1.02,2.87,21.0,14.4,445.0,6.1,2.5,River/Stream,0,0,10,0,0,0.27,None,None,None
2024-02-10,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,5.9,3.68,56.48,168.77,23.2,0.2,1210.0,2.0,6.2,Surface Water,1,0,2,0,0,0.84,None,None,None
2024-01-17,"Guwahati, Assam",Assam,7.76,5.68,13.08,40.82,31.8,1.0,43.0,2.5,7.4,Piped Supply,0,0,1,0,0,0.29,None,None,None
2024-12-13,"Dimapur, Nagaland",Nagaland,5.5,2.67,9.35,30.77,24.9,1.0,56.0,3.7,2.7,Surface Water,1,0,12,1,40,0.84,High,Diarrhea,Mixed
2024-09-11,"Dimapur, Nagaland",Nagaland,6.98,0.11,249.31,899.96,19.8,86.1,75.0,3.5,4.1,Hand Pump,1,1,9,1,45,0.95,High,Typhoid,Elderly
2023-02-27,"Churachandpur, Manipur",Manipur,6.86,3.32,70.58,178.37,26.3,3.0,353.0,4.4,2.9,Bore Well,0,0,2,0,0,0.26,None,None,None
2023-05-19,"Dharmanagar, Tripura",Tripura,6.49,3.51,9.9,32.14,29.7,3.2,25.0,1.5,4.9,River/Stream,0,0,5,0,0,0.57,None,None,None
2023-07-25,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.18,0.97,35.43,73.31,22.7,102.5,28.0,3.5,6.5,Bore Well,0,1,7,0,0,0.76,None,None,None
2024-12-22,"Shillong, Meghalaya",Meghalaya,8.18,0.89,21.04,49.43,19.5,1.6,220.0,4.8,5.2,Hand Pump,0,0,12,0,0,0.32,None,None,None
2023-05-07,"Dimapur, Nagaland",Nagaland,6.81,1.37,245.13,761.09,26.3,9.1,12.0,2.9,0.5,Piped Supply,0,0,5,1,57,0.95,High,Gastroenteritis,Mixed
2024-08-23,"Churachandpur, Manipur",Manipur,7.14,4.95,0.39,1.78,16.0,25.6,28.0,6.5,4.4,Surface Water,0,1,8,1,34,0.44,High,Hepatitis A,Children
2023-10-19,"Guwahati, Assam",Assam,7.1,1.52,8.22,30.46,20.4,9.9,37.0,2.3,1.1,Surface Water,0,0,10,0,0,0.44,None,None,None
2023-08-08,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.33,3.66,87.77,284.83,24.0,34.1,178.0,2.6,3.7,Surface Water,0,1,8,1,32,0.64,High,Diarrhea,Children
2024-11-29,"Guwahati, Assam",Assam,6.66,3.91,8.77,33.64,24.9,5.1,509.0,2.3,5.5,Surface Water,0,0,11,0,0,0.44,None,None,None
2023-01-09,"Shillong, Meghalaya",Meghalaya,7.59,4.67,8.65,27.79,27.4,2.5,63.0,2.1,23.3,Piped Supply,0,0,1,0,0,0.39,None,None,None
2023-10-09,"Lunglei, Mizoram",Mizoram,6.78,1.58,21.69,73.64,18.4,1.0,448.0,4.9,5.6,Piped Supply,0,0,10,1,15,0.29,Medium,Diarrhea,Mixed
2024-08-21,"Silchar, Assam",Assam,7.46,6.17,1.26,3.15,24.4,124.8,150.0,2.7,10.5,Piped Supply,0,1,8,1,45,0.89,High,Diarrhea,Children
2024-05-08,"Silchar, Assam",Assam,7.51,0.64,36.65,153.01,30.9,1.0,16.0,3.8,1.7,Piped Supply,0,0,5,0,0,0.29,None,None,None
2023-09-25,"Dimapur, Nagaland",Nagaland,6.0,1.07,11.27,28.59,22.3,81.8,126.0,1.0,4.6,Piped Supply,0,1,9,0,0,0.89,None,None,None
2024-09-06,"Lunglei, Mizoram",Mizoram,7.36,0.77,35.2,124.6,22.6,135.0,74.0,2.6,3.2,Surface Water,0,1,9,1,30,0.94,High,Gastroenteritis,Elderly
2024-03-04,"Lunglei, Mizoram",Mizoram,6.76,0.07,11.96,35.85,29.8,2.9,26.0,3.3,7.2,Bore Well,0,0,3,0,0,0.26,None,None,None
